beneficiary_id,employed,employment_type,employer_name,job_role,salary_monthly,employment_date,job_duration_months
2433,True,Wage,Infosys,Operator,19752.32,2023-03-08,21
3118,True,Wage,TCS,Operator,11762.64,2023-05-17,8
7091,True,Self,Infosys,Operator,11681.67,2023-02-20,14
9231,True,Self,TCS,Analyst,17923.24,2023-05-08,12
9141,True,Wage,Flipkart,Associate,14296.7,2023-04-25,18
8905,True,Self,Local Shop,Associate,14847.64,2023-03-05,17
6024,True,Self,Infosys,Driver,24249.19,2023-02-04,17
2385,True,Wage,Flipkart,Operator,11207.36,2023-04-12,17
2412,True,Wage,Flipkart,Driver,21153.05,2023-03-24,14
7536,True,Wage,Flipkart,Operator,14165.57,2023-02-26,9
2909,True,Wage,Flipkart,Driver,24814.19,2023-05-25,9
6569,True,Wage,TCS,Analyst,21387.66,2023-01-25,11
60,True,Self,Amazon,Analyst,17798.31,2023-04-25,24
7602,True,Self,Amazon,Operator,10287.35,2023-03-28,11
3529,True,Self,Flipkart,Operator,15036.03,2023-03-22,23
9930,True,Wage,Flipkart,Analyst,11997.77,2023-02-18,13
1268,True,Wage,Flipkart,Operator,22727.1,2023-01-15,24
7676,True,Wage,Local Shop,Driver,23821.79,2023-05-16,16
3206,True,Wage,Flipkart,Associate,10212.22,2023-03-14,19
5126,True,Self,TCS,Operator,22151.88,2023-02-26,10
6967,True,Self,TCS,Associate,20997.82,2023-04-22,17
902,True,Self,TCS,Associate,18487.93,2023-01-21,19
1554,True,Self,Local Shop,Analyst,11992.67,2023-02-24,18
2733,True,Self,TCS,Operator,21729.88,2023-03-26,7
6279,True,Self,Flipkart,Associate,16450.79,2023-01-20,20
5526,True,Wage,Local Shop,Driver,20666.09,2023-04-23,12
9329,True,Self,Amazon,Associate,24814.62,2023-01-02,10
2524,True,Self,Local Shop,Associate,18018.44,2023-05-19,18
6411,True,Self,Infosys,Analyst,19713.82,2023-04-16,20
7019,True,Wage,Amazon,Associate,19982.95,2023-05-28,24
8302,True,Self,Local Shop,Operator,12283.19,2023-02-04,18
845,True,Wage,TCS,Operator,16759.6,2023-02-11,19
2729,True,Self,Flipkart,Associate,22436.46,2023-04-17,17
7517,True,Self,TCS,Associate,10488.94,2023-03-19,15
5422,True,Self,Amazon,Associate,19297.06,2023-01-24,17
9384,True,Wage,Flipkart,Operator,14772.93,2023-04-09,6
1643,True,Wage,Amazon,Analyst,23998.3,2023-03-19,19
8192,True,Self,Local Shop,Operator,10228.43,2023-02-26,13
4756,True,Self,Flipkart,Operator,14880.68,2023-04-29,19
3893,True,Wage,TCS,Associate,24504.17,2023-02-06,17
2131,True,Self,Local Shop,Analyst,17960.49,2023-02-13,22
9501,True,Wage,Flipkart,Analyst,14906.08,2023-05-22,22
6080,True,Wage,Amazon,Associate,17428.6,2023-02-06,19
9042,True,Wage,TCS,Associate,10999.01,2023-04-04,21
239,True,Self,Flipkart,Driver,14032.99,2023-01-02,14
4406,True,Self,Infosys,Operator,16973.67,2023-03-05,20
8850,True,Self,Flipkart,Associate,15826.37,2023-04-25,19
9909,True,Wage,TCS,Operator,10021.86,2023-02-19,16
5992,True,Self,Local Shop,Operator,17311.25,2023-01-21,12
4095,True,Wage,Flipkart,Analyst,21823.88,2023-03-03,7
8405,True,Self,Flipkart,Associate,22025.04,2023-04-14,9
51,True,Self,Amazon,Associate,12668.74,2023-02-01,21
5676,True,Self,Local Shop,Analyst,10343.12,2023-03-01,12
293,True,Wage,Local Shop,Operator,16199.4,2023-01-28,17
3311,True,Self,Flipkart,Driver,10412.28,2023-04-16,19
5022,True,Self,TCS,Operator,17419.33,2023-01-16,24
598,True,Wage,Amazon,Associate,16399.03,2023-03-23,18
7851,True,Wage,Local Shop,Driver,14206.39,2023-03-08,20
4104,True,Wage,Amazon,Driver,12406.27,2023-04-21,7
2237,True,Self,TCS,Analyst,15296.4,2023-03-11,12
1843,True,Wage,Flipkart,Analyst,24425.48,2023-04-09,21
2415,True,Wage,Infosys,Operator,10049.25,2023-04-22,23
2779,True,Wage,Amazon,Analyst,19411.01,2023-04-10,14
7649,True,Self,Flipkart,Driver,11424.55,2023-03-24,19
4027,True,Wage,Amazon,Operator,22865.11,2023-01-15,12
4698,True,Self,Infosys,Associate,20649.68,2023-05-04,15
5461,True,Wage,TCS,Associate,21281.18,2023-04-26,9
1453,True,Wage,Amazon,Driver,20163.01,2023-04-08,19
7018,True,Self,Infosys,Driver,24383.97,2023-01-23,15
8445,True,Self,Amazon,Associate,21543.65,2023-01-21,14
9014,True,Wage,TCS,Operator,23853.53,2023-05-26,13
9850,True,Wage,Amazon,Operator,19274.47,2023-01-09,21
8676,True,Wage,Amazon,Driver,21173.36,2023-05-14,21
5886,True,Wage,Infosys,Operator,20265.82,2023-01-04,6
1091,True,Self,TCS,Associate,16700.72,2023-04-12,8
7723,True,Self,Flipkart,Operator,18476.38,2023-05-30,7
520,True,Self,Infosys,Analyst,21569.05,2023-04-27,24
7652,True,Self,TCS,Analyst,13391.44,2023-03-15,19
7089,True,Self,Local Shop,Operator,13602.78,2023-01-26,11
4290,True,Wage,TCS,Operator,24158.17,2023-04-22,22
2416,True,Self,TCS,Analyst,16918.49,2023-03-02,6
2122,True,Wage,Local Shop,Analyst,21514.58,2023-03-13,8
6606,True,Wage,Local Shop,Associate,11667.88,2023-01-14,19
3621,True,Self,TCS,Associate,12132.75,2023-05-17,14
3149,True,Wage,Amazon,Analyst,18858.2,2023-01-05,10
3108,True,Self,Local Shop,Associate,11567.8,2023-02-25,17
7746,True,Wage,TCS,Analyst,20087.68,2023-03-10,21
3782,True,Self,Amazon,Driver,10820.97,2023-03-05,18
3824,True,Wage,Amazon,Associate,12551.56,2023-02-04,21
1189,True,Self,Local Shop,Associate,10166.08,2023-02-03,19
4169,True,Wage,TCS,Operator,23058.56,2023-05-31,14
3200,True,Self,Local Shop,Analyst,15720.77,2023-03-28,13
2379,True,Self,Flipkart,Associate,18350.25,2023-03-13,11
7437,True,Self,TCS,Driver,24760.26,2023-03-26,22
176,True,Self,Local Shop,Associate,16005.31,2023-03-12,16
5188,True,Wage,Amazon,Driver,22087.91,2023-01-20,7
8038,True,Self,Infosys,Driver,20918.08,2023-04-17,18
1742,True,Wage,Flipkart,Associate,11622.67,2023-02-22,22
1204,True,Wage,Infosys,Analyst,20389.69,2023-04-20,17
1327,True,Wage,Local Shop,Associate,11095.15,2023-03-02,24
1931,True,Wage,TCS,Associate,10942.3,2023-01-14,9
2527,True,Self,TCS,Analyst,15779.54,2023-04-16,12
8017,True,Self,Flipkart,Driver,13910.18,2023-05-18,20
1159,True,Self,Amazon,Analyst,17047.82,2023-05-29,10
9629,True,Self,Flipkart,Analyst,13809.96,2023-01-15,7
7689,True,Wage,Amazon,Driver,16898.43,2023-01-23,8
6961,True,Self,TCS,Analyst,11353.62,2023-03-11,8
1788,True,Self,Local Shop,Associate,20977.13,2023-05-06,12
1183,True,Self,Infosys,Driver,24612.94,2023-04-08,6
1296,True,Self,Local Shop,Associate,10276.97,2023-04-30,15
2098,True,Wage,Amazon,Associate,18900.76,2023-02-11,13
736,True,Self,TCS,Analyst,23628.85,2023-04-09,8
892,True,Wage,TCS,Associate,22673.15,2023-04-10,19
4587,True,Wage,Local Shop,Associate,10256.68,2023-02-11,23
9916,True,Wage,Flipkart,Operator,16876.06,2023-02-12,24
5405,True,Self,TCS,Associate,17772.77,2023-02-23,19
4172,True,Wage,TCS,Driver,18548.42,2023-05-08,13
5609,True,Wage,Infosys,Driver,14827.68,2023-05-19,23
1800,True,Self,Infosys,Analyst,11998.77,2023-05-24,17
1165,True,Wage,Flipkart,Associate,18846.76,2023-03-11,21
6199,True,Self,Amazon,Operator,12630.7,2023-05-18,12
2788,True,Wage,TCS,Driver,10602.03,2023-03-04,10
1157,True,Self,TCS,Driver,11053.61,2023-05-18,12
5213,True,Self,Infosys,Analyst,11799.23,2023-04-25,16
3185,True,Self,Infosys,Associate,12156.07,2023-02-02,15
2764,True,Wage,Amazon,Analyst,16740.54,2023-05-08,11
3135,True,Self,Infosys,Analyst,11552.37,2023-01-20,14
9470,True,Wage,Flipkart,Driver,16206.39,2023-05-16,23
8964,True,Wage,Flipkart,Operator,17406.02,2023-01-13,21
2511,True,Self,Amazon,Analyst,11075.12,2023-02-23,19
259,True,Self,TCS,Analyst,10315.35,2023-01-16,8
4338,True,Self,TCS,Operator,11608.72,2023-01-01,10
4559,True,Self,TCS,Associate,14296.87,2023-01-31,23
8090,True,Wage,Amazon,Associate,10621.25,2023-04-09,6
3511,True,Self,TCS,Driver,13873.52,2023-05-10,12
8688,True,Self,Amazon,Operator,17457.92,2023-01-05,20
2321,True,Wage,TCS,Operator,18351.0,2023-05-12,8
8551,True,Wage,TCS,Analyst,19113.75,2023-02-07,19
2445,True,Self,Infosys,Driver,22320.59,2023-02-25,11
4967,True,Self,TCS,Analyst,19212.19,2023-02-24,9
8903,True,Self,TCS,Associate,17624.04,2023-01-27,10
3466,True,Self,Infosys,Driver,10461.21,2023-04-25,18
2810,True,Wage,Local Shop,Driver,22386.09,2023-02-14,20
4886,True,Wage,Amazon,Driver,19982.46,2023-03-24,9
2912,True,Self,TCS,Driver,24710.97,2023-01-27,16
4678,True,Self,TCS,Operator,23207.55,2023-02-03,6
8052,True,Self,Infosys,Associate,17144.87,2023-02-27,22
7641,True,Self,Infosys,Associate,14703.17,2023-03-07,21
399,True,Wage,Amazon,Analyst,11081.97,2023-02-09,24
7428,True,Self,Flipkart,Associate,21426.24,2023-03-16,19
9163,True,Self,Flipkart,Analyst,22639.02,2023-03-19,13
4293,True,Self,Infosys,Analyst,22089.98,2023-01-10,8
6007,True,Self,Infosys,Operator,24907.62,2023-04-28,23
2760,True,Wage,Amazon,Driver,21586.98,2023-02-15,21
7685,True,Wage,Flipkart,Associate,10386.22,2023-05-09,21
7957,True,Self,Flipkart,Associate,18166.98,2023-04-12,22
5933,True,Wage,TCS,Driver,16116.8,2023-05-12,23
3588,True,Self,Local Shop,Driver,12346.74,2023-03-23,10
8991,True,Self,Amazon,Analyst,20717.21,2023-02-16,19
8874,True,Self,Amazon,Associate,13557.78,2023-04-04,19
6973,True,Self,Amazon,Operator,15018.45,2023-04-24,9
943,True,Wage,Local Shop,Analyst,11865.35,2023-02-12,23
896,True,Wage,Infosys,Associate,14550.74,2023-03-23,22
8718,True,Wage,Local Shop,Analyst,16193.83,2023-01-15,9
6075,True,Self,Local Shop,Operator,16543.51,2023-01-27,11
2395,True,Self,Flipkart,Operator,21186.97,2023-02-09,14
2283,True,Wage,Amazon,Driver,12673.95,2023-05-26,18
4924,True,Wage,TCS,Driver,23282.45,2023-04-20,19
7150,True,Self,TCS,Associate,21794.59,2023-05-12,14
8983,True,Self,TCS,Driver,20449.17,2023-02-25,15
1406,True,Self,TCS,Associate,16622.92,2023-02-25,10
9397,True,Wage,Amazon,Analyst,11030.29,2023-05-08,18
1857,True,Wage,Infosys,Driver,10904.84,2023-01-15,22
7283,True,Self,Amazon,Associate,17416.31,2023-03-22,22
2672,True,Wage,TCS,Operator,19849.22,2023-05-02,19
2609,True,Wage,TCS,Driver,10542.57,2023-01-02,15
7934,True,Self,Flipkart,Operator,20048.09,2023-04-21,18
289,True,Self,Amazon,Analyst,21994.15,2023-03-30,17
9839,True,Wage,Amazon,Driver,11711.8,2023-01-30,22
903,True,Self,Flipkart,Operator,18152.96,2023-02-20,12
3034,True,Self,Flipkart,Operator,16311.43,2023-02-01,8
2045,True,Self,TCS,Associate,11972.87,2023-02-01,23
7494,True,Wage,Amazon,Associate,14552.43,2023-04-03,15
964,True,Self,Flipkart,Associate,12447.69,2023-03-06,23
1716,True,Self,Amazon,Operator,16840.59,2023-05-15,8
257,True,Wage,Amazon,Associate,11036.24,2023-05-08,15
5926,True,Wage,Local Shop,Operator,11399.75,2023-03-25,14
853,True,Wage,Flipkart,Associate,15226.75,2023-02-09,18
3228,True,Self,Local Shop,Driver,18980.78,2023-01-21,11
3627,True,Self,Infosys,Operator,20697.03,2023-02-14,12
1398,True,Self,Infosys,Operator,16185.06,2023-03-13,9
2710,True,Wage,Infosys,Operator,18417.03,2023-02-11,22
374,True,Self,Local Shop,Associate,23787.98,2023-01-15,11
9910,True,Self,TCS,Analyst,18685.39,2023-03-12,18
1846,True,Self,Infosys,Operator,19477.02,2023-04-29,7
7627,True,Self,Local Shop,Associate,21786.54,2023-03-07,20
9773,True,Wage,Local Shop,Operator,12390.93,2023-03-31,14
9274,True,Self,Infosys,Analyst,11328.51,2023-01-05,18
6150,True,Self,Amazon,Analyst,11464.28,2023-05-19,9
5811,True,Self,TCS,Driver,19822.51,2023-03-06,10
4287,True,Wage,Amazon,Analyst,23113.18,2023-04-04,12
1541,True,Wage,TCS,Driver,23839.59,2023-05-03,8
7109,True,Self,Flipkart,Analyst,12494.1,2023-05-15,10
2643,True,Self,Flipkart,Associate,11494.73,2023-01-12,19
7226,True,Wage,Local Shop,Associate,19529.26,2023-02-27,18
2819,True,Self,Infosys,Analyst,10070.05,2023-02-06,20
9574,True,Self,Infosys,Associate,17300.16,2023-04-04,17
9316,True,Wage,TCS,Driver,22369.81,2023-01-18,22
1198,True,Wage,Amazon,Driver,10279.22,2023-02-19,18
1702,True,Wage,Amazon,Operator,21648.24,2023-03-31,8
4329,True,Wage,TCS,Driver,24141.32,2023-04-04,7
8786,True,Wage,Local Shop,Operator,18850.72,2023-04-25,19
9293,True,Self,Infosys,Driver,18034.5,2023-04-18,8
5641,True,Wage,Infosys,Analyst,10461.42,2023-03-13,8
3941,True,Wage,Amazon,Associate,15653.44,2023-02-11,8
9624,True,Self,Flipkart,Driver,19464.99,2023-05-12,13
55,True,Wage,Amazon,Driver,16793.5,2023-02-28,13
1756,True,Wage,Infosys,Associate,16985.66,2023-01-01,16
1672,True,Wage,Flipkart,Analyst,20354.82,2023-04-26,20
9757,True,Wage,Flipkart,Operator,21478.01,2023-03-04,8
4656,True,Wage,Infosys,Analyst,17260.35,2023-02-20,22
8424,True,Self,TCS,Driver,11458.3,2023-03-06,24
6351,True,Wage,Amazon,Driver,16281.03,2023-01-27,21
5536,True,Wage,Infosys,Associate,13119.69,2023-05-23,22
2178,True,Self,Infosys,Driver,16627.73,2023-01-19,16
6841,True,Wage,TCS,Operator,16661.2,2023-02-12,17
7131,True,Self,Amazon,Operator,21442.57,2023-05-31,8
2545,True,Self,Amazon,Driver,22263.7,2023-05-30,6
7640,True,Self,Infosys,Associate,15682.76,2023-01-26,6
7344,True,Self,TCS,Driver,14881.79,2023-04-09,24
1237,True,Wage,Local Shop,Driver,19524.15,2023-01-20,20
4425,True,Wage,Amazon,Driver,22562.55,2023-04-23,13
5467,True,Wage,Local Shop,Associate,17742.93,2023-01-11,13
3133,True,Self,TCS,Operator,15237.68,2023-04-15,14
2995,True,Self,TCS,Analyst,21660.53,2023-05-16,12
23,True,Self,Flipkart,Analyst,24385.67,2023-04-28,20
7774,True,Wage,Infosys,Associate,18993.53,2023-02-07,13
5328,True,Wage,TCS,Operator,21600.65,2023-05-23,14
4242,True,Wage,Local Shop,Driver,22218.37,2023-04-11,16
4454,True,Self,Flipkart,Associate,24732.87,2023-01-19,9
2807,True,Self,TCS,Analyst,22016.98,2023-01-11,20
350,True,Self,TCS,Operator,13587.31,2023-05-10,8
3030,True,Self,Infosys,Operator,20138.97,2023-02-25,11
2031,True,Self,Local Shop,Operator,11150.26,2023-05-09,22
3037,True,Self,Local Shop,Associate,12235.94,2023-01-04,21
2204,True,Self,Local Shop,Analyst,18429.31,2023-03-20,17
2997,True,Self,Infosys,Associate,16593.13,2023-05-14,9
1396,True,Self,Amazon,Driver,17286.42,2023-03-30,18
2966,True,Self,Local Shop,Operator,22632.03,2023-01-17,11
2982,True,Self,Local Shop,Analyst,15633.71,2023-04-05,9
1671,True,Wage,Local Shop,Operator,23532.17,2023-04-24,19
9633,True,Wage,Local Shop,Associate,14536.81,2023-02-20,17
1445,True,Self,Infosys,Driver,20568.96,2023-05-05,10
5761,True,Self,Amazon,Operator,19110.16,2023-05-05,7
1369,True,Self,Infosys,Analyst,17329.01,2023-05-22,20
9300,True,Wage,Amazon,Driver,17707.25,2023-01-11,20
236,True,Self,Infosys,Associate,19656.18,2023-03-13,24
4804,True,Self,Flipkart,Operator,22754.51,2023-04-20,7
6439,True,Wage,TCS,Analyst,10868.92,2023-01-13,9
3721,True,Self,Local Shop,Driver,16748.43,2023-02-25,17
6493,True,Self,Local Shop,Operator,13350.23,2023-02-19,13
680,True,Wage,Local Shop,Associate,14215.49,2023-01-05,13
9133,True,Self,Local Shop,Associate,15771.2,2023-01-12,10
8867,True,Wage,Amazon,Analyst,15183.7,2023-02-23,11
9655,True,Self,Flipkart,Operator,24618.43,2023-01-19,13
2601,True,Self,TCS,Associate,14002.09,2023-03-26,7
4343,True,Wage,TCS,Associate,16467.55,2023-02-15,24
6270,True,Self,TCS,Operator,20939.87,2023-01-28,9
6985,True,Self,Flipkart,Driver,23445.48,2023-01-07,6
7634,True,Wage,Amazon,Operator,12220.73,2023-01-16,7
4023,True,Wage,Amazon,Operator,20529.58,2023-02-26,9
9647,True,Self,Local Shop,Analyst,15687.07,2023-04-01,14
9815,True,Wage,Amazon,Analyst,18745.92,2023-05-23,15
6575,True,Wage,TCS,Driver,16430.78,2023-01-05,11
1418,True,Wage,TCS,Analyst,15608.67,2023-03-29,9
7623,True,Wage,Local Shop,Associate,13607.93,2023-01-13,20
344,True,Wage,Local Shop,Analyst,19877.68,2023-03-03,6
3825,True,Wage,Amazon,Analyst,12850.42,2023-03-16,14
2191,True,Wage,Amazon,Analyst,21681.04,2023-02-09,8
9723,True,Self,Infosys,Driver,12861.88,2023-03-23,13
9548,True,Wage,Local Shop,Analyst,23186.07,2023-04-20,17
4235,True,Self,Amazon,Associate,18193.79,2023-04-05,22
7031,True,Self,Local Shop,Analyst,13303.26,2023-04-15,7
7106,True,Wage,Flipkart,Associate,13117.77,2023-05-20,17
8471,True,Self,Local Shop,Driver,22286.99,2023-04-04,14
3225,True,Self,Local Shop,Analyst,18585.57,2023-03-26,21
6545,True,Self,Local Shop,Analyst,21400.4,2023-04-25,10
5296,True,Self,Amazon,Driver,19325.05,2023-04-18,21
6164,True,Self,Flipkart,Analyst,11171.82,2023-03-01,22
1411,True,Self,Local Shop,Associate,21584.49,2023-02-14,16
6501,True,Self,Infosys,Driver,14387.91,2023-04-08,19
981,True,Wage,TCS,Analyst,17472.25,2023-05-10,8
4774,True,Self,Local Shop,Associate,16690.24,2023-03-26,15
8086,True,Self,Infosys,Driver,22944.84,2023-05-30,23
4775,True,Wage,Amazon,Analyst,16665.49,2023-02-06,16
5056,True,Self,TCS,Driver,12135.45,2023-02-15,8
1253,True,Self,Amazon,Driver,12098.94,2023-02-25,9
9023,True,Wage,TCS,Driver,20500.21,2023-01-16,9
9808,True,Self,Amazon,Driver,22464.04,2023-01-27,16
6015,True,Wage,Amazon,Driver,22184.32,2023-03-21,19
440,True,Self,Flipkart,Driver,11379.8,2023-03-12,21
5209,True,Self,Local Shop,Operator,22979.69,2023-03-28,8
5715,True,Wage,Flipkart,Associate,13315.77,2023-05-29,22
7424,True,Self,Flipkart,Analyst,20537.42,2023-01-31,8
674,True,Self,Local Shop,Associate,15732.53,2023-01-15,6
1115,True,Self,TCS,Driver,11737.78,2023-01-06,8
5635,True,Wage,TCS,Associate,15505.35,2023-01-08,18
746,True,Wage,Flipkart,Operator,14828.79,2023-01-17,11
7282,True,Self,Flipkart,Analyst,21323.07,2023-05-12,15
9891,True,Wage,TCS,Analyst,14616.06,2023-05-23,22
3330,True,Wage,Amazon,Driver,12670.55,2023-04-01,18
7711,True,Self,Flipkart,Analyst,10406.78,2023-04-15,24
8648,True,Self,TCS,Driver,14747.63,2023-04-29,12
4713,True,Self,Local Shop,Operator,19416.65,2023-01-28,18
4596,True,Self,Local Shop,Operator,17301.01,2023-05-13,10
8577,True,Wage,Infosys,Associate,24263.35,2023-03-23,6
5693,True,Self,Local Shop,Driver,15907.59,2023-01-12,17
5844,True,Self,TCS,Operator,21686.68,2023-02-06,21
5301,True,Self,Local Shop,Associate,17565.07,2023-03-24,11
9443,True,Wage,Flipkart,Analyst,24539.46,2023-05-08,13
818,True,Wage,TCS,Operator,22686.55,2023-03-20,16
7874,True,Wage,TCS,Analyst,21522.42,2023-02-03,18
4766,True,Self,Amazon,Associate,12722.62,2023-01-07,12
9005,True,Wage,Infosys,Operator,24429.26,2023-04-01,20
7127,True,Self,Amazon,Analyst,19339.27,2023-01-11,14
7155,True,Self,TCS,Associate,20651.87,2023-03-04,16
9879,True,Wage,Amazon,Analyst,18186.18,2023-04-26,21
8872,True,Self,TCS,Operator,10369.51,2023-05-22,17
9065,True,Wage,Infosys,Associate,11758.93,2023-02-11,23
5246,True,Self,Amazon,Analyst,18119.46,2023-05-09,24
6139,True,Self,Amazon,Analyst,24523.14,2023-02-13,12
1279,True,Wage,Flipkart,Operator,24638.73,2023-05-04,19
3334,True,Self,Amazon,Associate,10892.05,2023-05-02,14
7060,True,Self,Flipkart,Operator,15365.59,2023-01-08,12
4706,True,Wage,Infosys,Operator,15180.7,2023-01-18,15
8019,True,Self,Infosys,Associate,23349.62,2023-03-04,21
5320,True,Wage,TCS,Analyst,12805.34,2023-04-11,22
911,True,Self,Flipkart,Driver,16953.2,2023-04-15,23
9393,True,Wage,Infosys,Operator,21616.05,2023-03-07,24
4114,True,Wage,Local Shop,Operator,10255.22,2023-01-17,21
6355,True,Self,Infosys,Driver,20064.11,2023-03-14,11
1378,True,Self,Local Shop,Operator,20333.72,2023-02-24,21
7441,True,Wage,Infosys,Driver,22026.95,2023-03-25,8
7966,True,Wage,Amazon,Analyst,24769.91,2023-03-07,17
8859,True,Self,Infosys,Associate,17832.77,2023-02-06,20
9540,True,Wage,Flipkart,Associate,17422.82,2023-02-23,9
5360,True,Self,Amazon,Analyst,24670.39,2023-05-30,19
9952,True,Wage,Amazon,Driver,10852.61,2023-02-17,11
4985,True,Wage,Amazon,Operator,22234.1,2023-03-09,24
1118,True,Wage,Flipkart,Associate,17412.54,2023-02-21,6
4213,True,Wage,TCS,Analyst,13669.19,2023-03-04,19
8036,True,Wage,Infosys,Driver,14386.03,2023-03-25,22
9570,True,Wage,Flipkart,Operator,10478.15,2023-01-23,12
8636,True,Wage,Amazon,Associate,15032.2,2023-01-29,23
9121,True,Self,Flipkart,Associate,21086.92,2023-04-14,12
364,True,Self,Infosys,Analyst,11374.88,2023-04-18,8
5389,True,Wage,Local Shop,Operator,13589.96,2023-04-30,20
9428,True,Self,Amazon,Operator,20429.83,2023-02-20,20
6914,True,Self,Infosys,Analyst,10604.12,2023-04-10,23
2271,True,Wage,Local Shop,Analyst,18437.28,2023-03-14,22
5925,True,Wage,Local Shop,Driver,10962.78,2023-05-19,16
8848,True,Wage,TCS,Driver,10526.9,2023-05-03,17
1184,True,Wage,Amazon,Associate,10745.57,2023-02-07,8
8534,True,Wage,Flipkart,Driver,19659.56,2023-05-02,17
932,True,Wage,TCS,Operator,17422.2,2023-01-18,6
9538,True,Self,Amazon,Operator,15342.9,2023-04-19,21
2554,True,Wage,Infosys,Driver,20258.49,2023-04-02,20
3324,True,Self,TCS,Operator,12034.27,2023-04-13,11
8295,True,Self,TCS,Driver,14884.9,2023-01-07,15
8272,True,Wage,TCS,Analyst,14609.29,2023-01-14,10
7813,True,Wage,Infosys,Operator,19029.53,2023-03-12,8
4051,True,Wage,Flipkart,Associate,15048.7,2023-04-23,22
9740,True,Self,Local Shop,Operator,23920.99,2023-01-21,15
1188,True,Self,Flipkart,Operator,21412.64,2023-01-19,19
7179,True,Wage,Flipkart,Associate,14688.38,2023-03-23,17
1240,True,Wage,Flipkart,Analyst,15750.77,2023-05-24,7
6056,True,Wage,TCS,Associate,20023.16,2023-03-10,10
3981,True,Self,Amazon,Associate,22358.87,2023-02-09,7
2534,True,Wage,Local Shop,Operator,15288.72,2023-01-09,12
9769,True,Self,TCS,Analyst,12935.01,2023-04-04,17
2377,True,Wage,Local Shop,Operator,14749.1,2023-04-13,10
7189,True,Self,Flipkart,Analyst,15266.44,2023-04-25,20
615,True,Self,Local Shop,Driver,15907.73,2023-05-11,17
1439,True,Self,Flipkart,Analyst,17538.04,2023-03-08,23
5498,True,Wage,TCS,Driver,19381.82,2023-03-17,19
6345,True,Self,Flipkart,Associate,21789.89,2023-05-23,7
3558,True,Self,Local Shop,Driver,15219.4,2023-03-19,16
517,True,Self,Infosys,Analyst,22365.53,2023-01-18,8
80,True,Self,Local Shop,Associate,10244.99,2023-01-15,12
3257,True,Self,Infosys,Operator,11810.29,2023-01-06,22
147,True,Wage,Local Shop,Analyst,22440.69,2023-01-19,14
5559,True,Wage,Local Shop,Driver,10943.3,2023-02-13,19
3550,True,Self,Flipkart,Associate,15049.99,2023-03-17,18
2805,True,Wage,Local Shop,Associate,18931.95,2023-05-06,11
2813,True,Self,Local Shop,Associate,20170.87,2023-05-08,10
6594,True,Self,Infosys,Associate,18679.82,2023-03-29,20
4831,True,Self,Flipkart,Operator,24499.38,2023-05-22,24
5575,True,Wage,Infosys,Associate,18149.14,2023-04-30,12
5845,True,Self,Flipkart,Driver,20667.57,2023-02-16,20
8930,True,Self,Infosys,Associate,23020.63,2023-04-29,6
2285,True,Wage,Amazon,Operator,19395.88,2023-02-27,22
8631,True,Self,TCS,Analyst,17443.72,2023-01-14,20
3143,True,Self,Local Shop,Analyst,23535.45,2023-02-27,20
4695,True,Self,Amazon,Operator,16733.33,2023-04-20,21
5362,True,Wage,Local Shop,Driver,12752.77,2023-04-08,12
2244,True,Wage,Flipkart,Driver,22886.38,2023-04-25,21
1276,True,Wage,TCS,Operator,15520.4,2023-03-10,9
1385,True,Wage,Local Shop,Driver,12263.58,2023-04-20,8
609,True,Self,Flipkart,Associate,15881.7,2023-04-07,21
4373,True,Self,Amazon,Analyst,15275.63,2023-01-12,20
9449,True,Wage,Infosys,Analyst,17379.97,2023-04-19,23
6146,True,Wage,Local Shop,Analyst,21108.21,2023-05-28,8
2082,True,Wage,Flipkart,Driver,13728.45,2023-05-23,6
9711,True,Self,Amazon,Operator,11974.96,2023-05-31,21
95,True,Self,Flipkart,Analyst,16618.85,2023-02-26,16
9032,True,Self,Infosys,Analyst,11387.44,2023-01-12,6
7023,True,Self,Infosys,Associate,10629.25,2023-03-19,16
4015,True,Wage,Local Shop,Operator,24955.38,2023-03-07,16
6763,True,Wage,Local Shop,Analyst,12561.5,2023-03-13,17
4348,True,Self,Infosys,Driver,17034.38,2023-05-14,11
8468,True,Wage,Infosys,Analyst,11698.26,2023-01-14,18
638,True,Wage,TCS,Driver,14445.98,2023-05-11,10
1403,True,Self,Infosys,Operator,11847.65,2023-04-02,10
8537,True,Wage,Local Shop,Analyst,16947.7,2023-01-31,21
5205,True,Self,Amazon,Analyst,11447.35,2023-01-04,11
3365,True,Wage,Local Shop,Analyst,14977.58,2023-03-09,20
1519,True,Wage,TCS,Analyst,22150.41,2023-03-23,11
6149,True,Self,Infosys,Driver,24608.18,2023-04-11,24
6126,True,Wage,TCS,Associate,17669.83,2023-05-02,6
7296,True,Self,Local Shop,Driver,14638.52,2023-05-19,14
1063,True,Self,Flipkart,Operator,13185.01,2023-01-06,14
9351,True,Wage,Local Shop,Associate,24746.05,2023-05-28,13
3556,True,Self,Amazon,Analyst,12455.02,2023-03-11,10
558,True,Self,Flipkart,Associate,13692.86,2023-04-13,8
142,True,Self,Infosys,Driver,15808.52,2023-03-29,6
7922,True,Self,Local Shop,Operator,14872.82,2023-01-14,12
5319,True,Wage,TCS,Operator,20084.01,2023-03-07,22
9228,True,Wage,Amazon,Driver,20589.72,2023-03-22,10
241,True,Self,Local Shop,Associate,24128.83,2023-01-03,10
