beneficiary_id,feedback_text,rating,feedback_date,sentiment_score
4077,Very helpful,4,2023-06-21T09:00:00,0.62
4078,Could be better,4,2023-06-19T10:00:00,0.32
4079,Excellent content,4,2023-06-22T09:00:00,0.39
4080,Too fast,3,2023-06-04T12:00:00,0.85
4081,Excellent content,3,2023-06-08T13:00:00,0.53
4082,Could be better,5,2023-06-07T09:00:00,0.56
4083,Excellent content,3,2023-06-01T13:00:00,0.36
4084,Excellent content,5,2023-06-24T09:00:00,0.61
4085,Excellent content,3,2023-06-26T09:00:00,0.47
4086,Very helpful,4,2023-06-22T17:00:00,0.59
4087,Excellent content,4,2023-06-24T16:00:00,0.89
4088,Too fast,4,2023-06-08T15:00:00,0.92
4089,Too fast,5,2023-06-20T17:00:00,0.55
4090,Very helpful,4,2023-06-15T17:00:00,0.83
4091,Excellent content,4,2023-06-02T10:00:00,0.77
4092,Excellent content,4,2023-06-01T11:00:00,0.77
4093,Could be better,2,2023-06-12T14:00:00,0.68
4094,Could be better,5,2023-06-07T14:00:00,0.82
4095,Very helpful,4,2023-06-19T12:00:00,0.61
4096,Very helpful,4,2023-06-26T14:00:00,0.65
4097,Very helpful,5,2023-06-21T13:00:00,0.91
4098,Excellent content,5,2023-06-03T12:00:00,0.6
4099,Could be better,3,2023-06-26T15:00:00,0.68
4100,Could be better,4,2023-06-18T17:00:00,0.4
4101,Very helpful,4,2023-06-26T17:00:00,0.78
4102,Excellent content,4,2023-06-10T15:00:00,0.65
4103,Too fast,4,2023-06-10T12:00:00,0.47
4104,Could be better,4,2023-06-10T16:00:00,0.36
4105,Excellent content,4,2023-06-17T13:00:00,0.46
4106,Excellent content,2,2023-06-23T17:00:00,0.41
4107,Excellent content,5,2023-06-14T10:00:00,0.64
4108,Very helpful,2,2023-06-23T17:00:00,0.73
4109,Excellent content,5,2023-06-02T13:00:00,0.83
4110,Very helpful,5,2023-06-02T09:00:00,0.69
4111,Excellent content,3,2023-06-20T13:00:00,0.56
4112,Excellent content,5,2023-06-10T15:00:00,0.64
4113,Very helpful,5,2023-06-28T12:00:00,0.84
4114,Very helpful,4,2023-06-13T12:00:00,0.34
4115,Could be better,5,2023-06-03T14:00:00,0.38
4116,Too fast,4,2023-06-19T11:00:00,0.31
4117,Very helpful,4,2023-06-08T14:00:00,0.55
4118,Too fast,5,2023-06-25T14:00:00,0.76
4119,Could be better,4,2023-06-20T11:00:00,0.76
4120,Very helpful,4,2023-06-13T14:00:00,0.39
4121,Too fast,5,2023-06-04T12:00:00,0.3
4122,Could be better,4,2023-06-23T12:00:00,0.32
4123,Very helpful,3,2023-06-22T10:00:00,0.45
4124,Could be better,4,2023-06-21T16:00:00,0.91
4125,Too fast,3,2023-06-23T10:00:00,0.69
4126,Could be better,4,2023-06-10T15:00:00,0.9
4127,Excellent content,4,2023-06-14T14:00:00,0.39
4128,Could be better,4,2023-06-28T11:00:00,0.74
4129,Too fast,2,2023-06-13T18:00:00,0.7
4130,Too fast,3,2023-06-07T11:00:00,0.45
4131,Could be better,5,2023-06-13T18:00:00,0.89
4132,Could be better,4,2023-06-17T11:00:00,0.34
4133,Very helpful,5,2023-06-27T14:00:00,0.89
4134,Could be better,3,2023-06-09T13:00:00,0.44
4135,Could be better,3,2023-06-20T14:00:00,0.84
4136,Could be better,4,2023-06-05T15:00:00,0.79
4137,Very helpful,5,2023-06-02T18:00:00,0.54
4138,Very helpful,5,2023-06-08T17:00:00,0.61
4139,Very helpful,5,2023-06-28T10:00:00,0.61
4140,Could be better,3,2023-06-22T13:00:00,0.42
4141,Excellent content,4,2023-06-15T14:00:00,0.67
4142,Too fast,5,2023-06-07T12:00:00,0.43
4143,Could be better,4,2023-06-01T11:00:00,0.47
4144,Excellent content,3,2023-06-03T09:00:00,0.53
4145,Very helpful,3,2023-06-23T11:00:00,0.53
4146,Too fast,5,2023-06-14T17:00:00,0.84
4147,Could be better,3,2023-06-10T16:00:00,0.84
4148,Too fast,4,2023-06-18T18:00:00,0.91
4149,Could be better,4,2023-06-27T11:00:00,0.42
4150,Excellent content,3,2023-06-12T15:00:00,0.54
4151,Too fast,3,2023-06-20T14:00:00,0.84
4152,Very helpful,4,2023-06-13T16:00:00,0.79
4153,Could be better,5,2023-06-28T09:00:00,0.6
4154,Very helpful,4,2023-06-09T13:00:00,0.77
4155,Too fast,5,2023-06-19T11:00:00,0.56
4156,Too fast,2,2023-06-07T10:00:00,0.88
4157,Too fast,3,2023-06-01T09:00:00,0.47
4158,Too fast,3,2023-06-06T13:00:00,0.45
4159,Too fast,5,2023-06-01T17:00:00,0.58
4160,Very helpful,5,2023-06-24T15:00:00,0.75
4161,Too fast,5,2023-06-23T12:00:00,0.61
4162,Too fast,4,2023-06-15T14:00:00,0.38
4163,Excellent content,4,2023-06-15T16:00:00,0.44
4164,Too fast,4,2023-06-06T09:00:00,0.68
4165,Could be better,4,2023-06-14T09:00:00,0.36
4166,Very helpful,4,2023-06-15T12:00:00,0.51
4167,Too fast,4,2023-06-06T09:00:00,0.42
4168,Excellent content,3,2023-06-14T16:00:00,0.53
4169,Could be better,2,2023-06-18T15:00:00,0.32
4170,Too fast,2,2023-06-06T10:00:00,0.41
4171,Excellent content,4,2023-06-25T10:00:00,0.93
4172,Could be better,2,2023-06-07T11:00:00,0.51
4173,Too fast,3,2023-06-28T10:00:00,0.79
4174,Excellent content,5,2023-06-02T09:00:00,0.73
4175,Too fast,4,2023-06-26T10:00:00,0.35
4176,Very helpful,4,2023-06-03T11:00:00,0.61
4177,Excellent content,4,2023-06-21T14:00:00,0.33
4178,Could be better,4,2023-06-20T15:00:00,0.9
4179,Too fast,2,2023-06-07T11:00:00,0.54
4180,Very helpful,4,2023-06-02T13:00:00,0.49
4181,Excellent content,3,2023-06-07T13:00:00,0.45
4182,Could be better,3,2023-06-01T09:00:00,0.43
4183,Too fast,4,2023-06-14T18:00:00,0.39
4184,Could be better,2,2023-06-06T10:00:00,0.88
4185,Could be better,4,2023-06-15T09:00:00,0.46
4186,Too fast,5,2023-06-13T10:00:00,0.63
4187,Very helpful,4,2023-06-20T09:00:00,0.72
4188,Could be better,3,2023-06-28T13:00:00,0.56
4189,Excellent content,4,2023-06-03T14:00:00,0.65
4190,Excellent content,4,2023-06-04T15:00:00,0.88
4191,Excellent content,4,2023-06-25T17:00:00,0.92
4192,Too fast,5,2023-06-07T16:00:00,0.67
4193,Too fast,5,2023-06-10T13:00:00,0.62
4194,Very helpful,4,2023-06-17T11:00:00,0.42
4195,Too fast,3,2023-06-28T10:00:00,0.85
4196,Excellent content,5,2023-06-08T10:00:00,0.6
4197,Excellent content,5,2023-06-28T18:00:00,0.56
4198,Too fast,4,2023-06-06T17:00:00,0.33
4199,Could be better,4,2023-06-03T13:00:00,0.5
4200,Could be better,4,2023-06-17T16:00:00,0.41
4201,Could be better,3,2023-06-20T15:00:00,0.67
4202,Excellent content,5,2023-06-15T09:00:00,0.67
4203,Excellent content,3,2023-06-15T18:00:00,0.92
4204,Excellent content,4,2023-06-06T16:00:00,0.43
4205,Could be better,5,2023-06-10T13:00:00,0.47
4206,Very helpful,5,2023-06-12T11:00:00,0.68
4207,Very helpful,4,2023-06-12T18:00:00,0.37
4208,Could be better,2,2023-06-19T09:00:00,0.9
4209,Excellent content,4,2023-06-06T09:00:00,0.33
4210,Excellent content,4,2023-06-19T12:00:00,0.77
4211,Could be better,4,2023-06-02T18:00:00,0.63
4212,Could be better,5,2023-06-05T18:00:00,0.78
4213,Could be better,5,2023-06-13T16:00:00,0.92
4214,Very helpful,5,2023-06-21T14:00:00,0.58
4215,Excellent content,5,2023-06-02T11:00:00,0.9
4216,Could be better,3,2023-06-08T18:00:00,0.67
4217,Excellent content,4,2023-06-20T14:00:00,0.92
4218,Could be better,2,2023-06-13T10:00:00,0.57
4219,Excellent content,3,2023-06-22T17:00:00,0.71
4220,Very helpful,4,2023-06-04T14:00:00,0.55
4221,Very helpful,4,2023-06-05T16:00:00,0.83
4222,Very helpful,5,2023-06-13T15:00:00,0.86
4223,Excellent content,4,2023-06-05T11:00:00,0.76
4224,Excellent content,3,2023-06-21T11:00:00,0.73
4225,Excellent content,3,2023-06-02T18:00:00,0.67
4226,Too fast,5,2023-06-20T18:00:00,0.48
4227,Too fast,3,2023-06-11T10:00:00,0.59
4228,Too fast,3,2023-06-02T18:00:00,0.88
4229,Too fast,5,2023-06-02T11:00:00,0.7
4230,Could be better,5,2023-06-07T16:00:00,0.77
4231,Could be better,4,2023-06-22T11:00:00,0.94
4232,Very helpful,4,2023-06-20T09:00:00,0.81
4233,Could be better,2,2023-06-28T16:00:00,0.53
4234,Could be better,4,2023-06-21T17:00:00,0.94
4235,Too fast,4,2023-06-22T12:00:00,0.83
4236,Very helpful,4,2023-06-06T10:00:00,0.69
4237,Very helpful,2,2023-06-04T16:00:00,0.63
4238,Excellent content,5,2023-06-23T18:00:00,0.74
4239,Could be better,3,2023-06-06T16:00:00,0.68
4240,Too fast,4,2023-06-19T18:00:00,0.72
4241,Very helpful,5,2023-06-11T16:00:00,0.85
4242,Very helpful,5,2023-06-07T18:00:00,0.6
4243,Excellent content,4,2023-06-09T17:00:00,0.77
4244,Excellent content,5,2023-06-28T13:00:00,0.38
4245,Excellent content,4,2023-06-04T11:00:00,0.39
4246,Too fast,4,2023-06-21T13:00:00,0.34
4247,Too fast,3,2023-06-16T13:00:00,0.35
4248,Too fast,5,2023-06-11T15:00:00,0.57
4249,Too fast,5,2023-06-15T11:00:00,0.3
4250,Very helpful,3,2023-06-04T10:00:00,0.43
4251,Too fast,4,2023-06-11T12:00:00,0.89
4252,Very helpful,3,2023-06-08T14:00:00,0.31
4253,Too fast,4,2023-06-28T14:00:00,0.77
4254,Excellent content,4,2023-06-16T18:00:00,0.5
4255,Could be better,4,2023-06-07T13:00:00,0.95
4256,Too fast,4,2023-06-07T10:00:00,0.34
4257,Excellent content,4,2023-06-19T14:00:00,0.86
4258,Excellent content,4,2023-06-28T16:00:00,0.69
4259,Very helpful,3,2023-06-24T11:00:00,0.77
4260,Excellent content,4,2023-06-01T13:00:00,0.81
4261,Too fast,4,2023-06-22T14:00:00,0.59
4262,Very helpful,4,2023-06-03T10:00:00,0.66
4263,Too fast,4,2023-06-24T18:00:00,0.76
4264,Too fast,4,2023-06-27T18:00:00,0.52
4265,Could be better,3,2023-06-16T16:00:00,0.33
4266,Excellent content,5,2023-06-15T15:00:00,0.73
4267,Excellent content,3,2023-06-02T14:00:00,0.38
4268,Excellent content,2,2023-06-07T11:00:00,0.71
4269,Very helpful,4,2023-06-01T10:00:00,0.48
4270,Very helpful,4,2023-06-13T14:00:00,0.82
4271,Very helpful,5,2023-06-11T18:00:00,0.79
4272,Very helpful,3,2023-06-24T10:00:00,0.93
4273,Could be better,5,2023-06-18T10:00:00,0.46
4274,Too fast,3,2023-06-21T15:00:00,0.64
4275,Very helpful,5,2023-06-13T12:00:00,0.88
4276,Very helpful,2,2023-06-20T10:00:00,0.53
4277,Very helpful,4,2023-06-07T10:00:00,0.58
4278,Could be better,5,2023-06-23T16:00:00,0.66
4279,Excellent content,4,2023-06-10T16:00:00,0.9
4280,Too fast,3,2023-06-28T18:00:00,0.71
4281,Excellent content,2,2023-06-23T18:00:00,0.94
4282,Too fast,4,2023-06-04T12:00:00,0.76
4283,Very helpful,4,2023-06-13T16:00:00,0.44
4284,Too fast,3,2023-06-16T09:00:00,0.31
4285,Very helpful,4,2023-06-28T17:00:00,0.49
4286,Could be better,4,2023-06-23T17:00:00,0.91
4287,Very helpful,5,2023-06-02T14:00:00,0.81
4288,Excellent content,2,2023-06-23T17:00:00,0.59
4289,Could be better,4,2023-06-08T18:00:00,0.39
4290,Excellent content,3,2023-06-25T15:00:00,0.69
4291,Could be better,4,2023-06-16T12:00:00,0.3
4292,Very helpful,4,2023-06-18T09:00:00,0.42
4293,Excellent content,3,2023-06-07T13:00:00,0.6
4294,Could be better,4,2023-06-12T11:00:00,0.74
4295,Excellent content,4,2023-06-22T17:00:00,0.82
4296,Too fast,3,2023-06-07T13:00:00,0.45
4297,Very helpful,4,2023-06-28T11:00:00,0.65
4298,Excellent content,5,2023-06-12T11:00:00,0.69
4299,Very helpful,3,2023-06-14T10:00:00,0.58
4300,Too fast,5,2023-06-18T11:00:00,0.71
4301,Could be better,3,2023-06-03T16:00:00,0.43
4302,Too fast,4,2023-06-12T18:00:00,0.5
4303,Too fast,4,2023-06-22T10:00:00,0.86
4304,Could be better,3,2023-06-01T09:00:00,0.83
4305,Could be better,4,2023-06-04T16:00:00,0.71
4306,Too fast,3,2023-06-06T09:00:00,0.4
4307,Could be better,4,2023-06-19T15:00:00,0.77
4308,Very helpful,4,2023-06-23T09:00:00,0.38
4309,Very helpful,3,2023-06-23T12:00:00,0.63
4310,Excellent content,4,2023-06-14T10:00:00,0.94
4311,Very helpful,4,2023-06-04T12:00:00,0.93
4312,Excellent content,3,2023-06-26T16:00:00,0.92
4313,Excellent content,5,2023-06-18T09:00:00,0.85
4314,Too fast,4,2023-06-19T14:00:00,0.69
4315,Could be better,3,2023-06-20T11:00:00,0.35
4316,Very helpful,5,2023-06-20T11:00:00,0.86
4317,Excellent content,3,2023-06-03T15:00:00,0.88
4318,Too fast,4,2023-06-10T10:00:00,0.56
4319,Too fast,2,2023-06-04T17:00:00,0.31
4320,Excellent content,4,2023-06-08T16:00:00,0.6
4321,Excellent content,3,2023-06-13T13:00:00,0.4
4322,Excellent content,4,2023-06-22T15:00:00,0.73
4323,Could be better,2,2023-06-02T11:00:00,0.8
4324,Excellent content,5,2023-06-12T16:00:00,0.31
4325,Too fast,5,2023-06-20T10:00:00,0.79
4326,Too fast,3,2023-06-15T09:00:00,0.82
4327,Could be better,3,2023-06-01T15:00:00,0.64
4328,Too fast,3,2023-06-25T18:00:00,0.9
4329,Could be better,5,2023-06-27T15:00:00,0.69
4330,Excellent content,5,2023-06-10T11:00:00,0.68
4331,Very helpful,4,2023-06-21T12:00:00,0.35
4332,Excellent content,2,2023-06-20T15:00:00,0.69
4333,Very helpful,5,2023-06-25T11:00:00,0.88
4334,Excellent content,3,2023-06-01T13:00:00,0.59
4335,Too fast,3,2023-06-20T17:00:00,0.84
4336,Very helpful,5,2023-06-11T18:00:00,0.44
4337,Could be better,5,2023-06-10T16:00:00,0.79
4338,Very helpful,4,2023-06-10T12:00:00,0.3
4339,Too fast,5,2023-06-15T12:00:00,0.78
4340,Could be better,4,2023-06-18T15:00:00,0.92
4341,Could be better,4,2023-06-03T09:00:00,0.45
4342,Too fast,3,2023-06-07T12:00:00,0.51
4343,Could be better,3,2023-06-03T18:00:00,0.82
4344,Could be better,2,2023-06-21T17:00:00,0.59
4345,Excellent content,3,2023-06-15T13:00:00,0.62
4346,Excellent content,2,2023-06-16T10:00:00,0.82
4347,Could be better,4,2023-06-28T09:00:00,0.4
4348,Very helpful,4,2023-06-21T16:00:00,0.47
4349,Too fast,4,2023-06-12T17:00:00,0.48
4350,Very helpful,4,2023-06-02T10:00:00,0.45
4351,Could be better,4,2023-06-05T12:00:00,0.39
4352,Too fast,3,2023-06-06T09:00:00,0.55
4353,Excellent content,3,2023-06-08T13:00:00,0.53
4354,Excellent content,4,2023-06-06T17:00:00,0.73
4355,Too fast,5,2023-06-01T14:00:00,0.65
4356,Could be better,2,2023-06-08T14:00:00,0.32
4357,Excellent content,4,2023-06-20T12:00:00,0.45
4358,Excellent content,4,2023-06-08T15:00:00,0.52
4359,Too fast,3,2023-06-07T10:00:00,0.81
4360,Very helpful,4,2023-06-19T13:00:00,0.42
4361,Very helpful,4,2023-06-26T17:00:00,0.77
4362,Excellent content,4,2023-06-04T18:00:00,0.41
4363,Could be better,4,2023-06-03T12:00:00,0.65
4364,Too fast,5,2023-06-05T11:00:00,0.32
4365,Too fast,4,2023-06-27T11:00:00,0.87
4366,Excellent content,4,2023-06-05T13:00:00,0.53
4367,Could be better,4,2023-06-01T09:00:00,0.85
4368,Too fast,2,2023-06-15T10:00:00,0.88
4369,Could be better,4,2023-06-28T15:00:00,0.34
4370,Very helpful,5,2023-06-06T18:00:00,0.44
4371,Too fast,5,2023-06-02T14:00:00,0.74
4372,Too fast,5,2023-06-27T18:00:00,0.53
4373,Excellent content,2,2023-06-12T14:00:00,0.81
4374,Could be better,4,2023-06-13T15:00:00,0.49
4375,Could be better,4,2023-06-13T11:00:00,0.77
4376,Could be better,4,2023-06-25T10:00:00,0.68
4377,Too fast,4,2023-06-17T15:00:00,0.57
4378,Excellent content,4,2023-06-17T09:00:00,0.38
4379,Too fast,3,2023-06-28T17:00:00,0.34
4380,Could be better,4,2023-06-27T15:00:00,0.75
4381,Too fast,4,2023-06-03T18:00:00,0.77
4382,Could be better,4,2023-06-06T13:00:00,0.48
4383,Could be better,4,2023-06-21T12:00:00,0.85
4384,Very helpful,5,2023-06-07T09:00:00,0.44
4385,Could be better,2,2023-06-11T13:00:00,0.63
4386,Excellent content,5,2023-06-13T14:00:00,0.9
4387,Too fast,2,2023-06-18T10:00:00,0.8
4388,Too fast,4,2023-06-26T09:00:00,0.81
4389,Too fast,4,2023-06-08T14:00:00,0.32
4390,Excellent content,5,2023-06-09T18:00:00,0.38
4391,Could be better,2,2023-06-08T10:00:00,0.93
4392,Excellent content,4,2023-06-11T11:00:00,0.4
4393,Very helpful,2,2023-06-23T11:00:00,0.59
4394,Excellent content,4,2023-06-01T12:00:00,0.94
4395,Too fast,2,2023-06-22T12:00:00,0.56
4396,Excellent content,3,2023-06-01T12:00:00,0.92
4397,Very helpful,4,2023-06-08T15:00:00,0.83
4398,Could be better,4,2023-06-15T12:00:00,0.62
4399,Excellent content,4,2023-06-09T15:00:00,0.94
4400,Too fast,5,2023-06-03T12:00:00,0.61
4401,Too fast,5,2023-06-01T11:00:00,0.82
4402,Too fast,3,2023-06-26T12:00:00,0.7
4403,Too fast,4,2023-06-23T18:00:00,0.51
4404,Excellent content,4,2023-06-02T17:00:00,0.89
4405,Very helpful,4,2023-06-26T16:00:00,0.45
4406,Excellent content,3,2023-06-18T10:00:00,0.76
4407,Very helpful,4,2023-06-18T12:00:00,0.71
4408,Could be better,5,2023-06-05T14:00:00,0.52
4409,Very helpful,4,2023-06-21T18:00:00,0.66
4410,Could be better,4,2023-06-22T11:00:00,0.92
4411,Could be better,4,2023-06-20T18:00:00,0.8
4412,Excellent content,3,2023-06-09T10:00:00,0.82
4413,Could be better,4,2023-06-25T09:00:00,0.87
4414,Very helpful,4,2023-06-20T11:00:00,0.68
4415,Very helpful,3,2023-06-02T18:00:00,0.45
4416,Excellent content,4,2023-06-21T17:00:00,0.52
4417,Excellent content,3,2023-06-25T17:00:00,0.34
4418,Too fast,4,2023-06-08T12:00:00,0.73
4419,Excellent content,4,2023-06-21T10:00:00,0.39
4420,Excellent content,5,2023-06-27T16:00:00,0.61
4421,Could be better,4,2023-06-09T17:00:00,0.71
4422,Could be better,3,2023-06-20T17:00:00,0.72
4423,Too fast,4,2023-06-27T17:00:00,0.6
4424,Too fast,4,2023-06-18T18:00:00,0.31
4425,Excellent content,5,2023-06-24T18:00:00,0.47
4426,Too fast,3,2023-06-07T16:00:00,0.43
4427,Too fast,4,2023-06-12T12:00:00,0.73
4428,Too fast,2,2023-06-12T15:00:00,0.9
4429,Very helpful,4,2023-06-20T15:00:00,0.76
4430,Could be better,4,2023-06-05T09:00:00,0.57
4431,Very helpful,5,2023-06-16T11:00:00,0.8
4432,Too fast,4,2023-06-01T18:00:00,0.71
4433,Could be better,4,2023-06-03T17:00:00,0.73
4434,Excellent content,4,2023-06-10T15:00:00,0.39
4435,Excellent content,3,2023-06-12T11:00:00,0.37
4436,Excellent content,5,2023-06-18T12:00:00,0.47
4437,Could be better,3,2023-06-15T11:00:00,0.44
4438,Very helpful,2,2023-06-13T12:00:00,0.61
4439,Too fast,4,2023-06-25T17:00:00,0.4
4440,Too fast,5,2023-06-27T17:00:00,0.64
4441,Could be better,5,2023-06-12T18:00:00,0.44
4442,Excellent content,3,2023-06-22T11:00:00,0.81
4443,Too fast,4,2023-06-03T09:00:00,0.32
4444,Could be better,3,2023-06-10T16:00:00,0.83
4445,Too fast,5,2023-06-04T17:00:00,0.86
4446,Excellent content,4,2023-06-18T09:00:00,0.64
4447,Too fast,4,2023-06-10T16:00:00,0.5
4448,Too fast,4,2023-06-09T13:00:00,0.33
4449,Too fast,4,2023-06-14T11:00:00,0.62
4450,Excellent content,3,2023-06-24T09:00:00,0.44
4451,Too fast,5,2023-06-08T10:00:00,0.32
4452,Too fast,3,2023-06-04T15:00:00,0.77
4453,Could be better,2,2023-06-15T11:00:00,0.36
4454,Very helpful,4,2023-06-21T15:00:00,0.88
4455,Very helpful,4,2023-06-18T13:00:00,0.71
4456,Excellent content,4,2023-06-13T18:00:00,0.89
4457,Too fast,4,2023-06-11T16:00:00,0.75
4458,Too fast,4,2023-06-07T17:00:00,0.84
4459,Could be better,4,2023-06-25T17:00:00,0.58
4460,Too fast,4,2023-06-07T12:00:00,0.66
4461,Could be better,4,2023-06-21T11:00:00,0.32
4462,Could be better,3,2023-06-11T16:00:00,0.76
4463,Too fast,4,2023-06-20T09:00:00,0.38
4464,Very helpful,4,2023-06-23T16:00:00,0.3
4465,Too fast,4,2023-06-06T09:00:00,0.77
4466,Could be better,2,2023-06-24T16:00:00,0.33
4467,Very helpful,3,2023-06-08T12:00:00,0.52
4468,Very helpful,3,2023-06-17T10:00:00,0.39
4469,Too fast,2,2023-06-16T12:00:00,0.86
4470,Too fast,4,2023-06-21T14:00:00,0.48
4471,Very helpful,4,2023-06-07T13:00:00,0.94
4472,Could be better,2,2023-06-27T17:00:00,0.48
4473,Excellent content,4,2023-06-13T16:00:00,0.4
4474,Too fast,3,2023-06-02T18:00:00,0.46
4475,Too fast,3,2023-06-20T16:00:00,0.52
4476,Too fast,4,2023-06-25T17:00:00,0.74
4477,Excellent content,3,2023-06-20T09:00:00,0.82
4478,Could be better,4,2023-06-01T10:00:00,0.91
4479,Could be better,4,2023-06-02T18:00:00,0.95
4480,Could be better,4,2023-06-27T17:00:00,0.39
4481,Very helpful,2,2023-06-05T14:00:00,0.82
4482,Excellent content,5,2023-06-27T11:00:00,0.62
4483,Very helpful,5,2023-06-18T11:00:00,0.43
4484,Could be better,4,2023-06-05T16:00:00,0.49
4485,Very helpful,5,2023-06-17T11:00:00,0.58
4486,Too fast,5,2023-06-06T18:00:00,0.59
4487,Excellent content,4,2023-06-14T09:00:00,0.7
4488,Excellent content,4,2023-06-05T10:00:00,0.84
4489,Too fast,2,2023-06-07T17:00:00,0.53
4490,Very helpful,4,2023-06-20T15:00:00,0.95
4491,Too fast,3,2023-06-06T11:00:00,0.34
4492,Very helpful,4,2023-06-11T13:00:00,0.78
4493,Very helpful,4,2023-06-25T10:00:00,0.33
4494,Very helpful,2,2023-06-28T10:00:00,0.49
4495,Too fast,3,2023-06-06T17:00:00,0.38
4496,Excellent content,3,2023-06-06T16:00:00,0.57
4497,Could be better,4,2023-06-24T15:00:00,0.83
4498,Too fast,3,2023-06-14T09:00:00,0.72
4499,Could be better,4,2023-06-22T10:00:00,0.62
4500,Very helpful,3,2023-06-16T18:00:00,0.69
4501,Excellent content,4,2023-06-12T15:00:00,0.61
4502,Excellent content,4,2023-06-11T10:00:00,0.83
4503,Could be better,4,2023-06-07T10:00:00,0.83
4504,Too fast,4,2023-06-27T10:00:00,0.86
4505,Could be better,5,2023-06-25T11:00:00,0.51
4506,Could be better,3,2023-06-27T13:00:00,0.5
4507,Could be better,4,2023-06-10T17:00:00,0.68
4508,Very helpful,2,2023-06-26T10:00:00,0.35
4509,Too fast,5,2023-06-28T13:00:00,0.48
4510,Very helpful,4,2023-06-18T14:00:00,0.76
4511,Very helpful,4,2023-06-15T10:00:00,0.85
4512,Too fast,3,2023-06-07T17:00:00,0.67
4513,Excellent content,4,2023-06-28T11:00:00,0.88
4514,Very helpful,4,2023-06-26T15:00:00,0.85
4515,Very helpful,4,2023-06-03T18:00:00,0.36
4516,Excellent content,2,2023-06-23T10:00:00,0.92
4517,Very helpful,3,2023-06-15T09:00:00,0.52
4518,Could be better,5,2023-06-02T13:00:00,0.84
4519,Very helpful,4,2023-06-06T18:00:00,0.89
4520,Too fast,5,2023-06-10T12:00:00,0.8
4521,Very helpful,3,2023-06-16T09:00:00,0.65
4522,Excellent content,5,2023-06-03T15:00:00,0.62
4523,Too fast,5,2023-06-13T12:00:00,0.43
4524,Very helpful,4,2023-06-26T09:00:00,0.5
4525,Very helpful,5,2023-06-25T13:00:00,0.85
4526,Excellent content,4,2023-06-20T13:00:00,0.31
4527,Could be better,3,2023-06-01T12:00:00,0.8
4528,Too fast,4,2023-06-17T15:00:00,0.6
4529,Could be better,2,2023-06-01T13:00:00,0.63
4530,Excellent content,4,2023-06-02T13:00:00,0.52
4531,Too fast,4,2023-06-01T09:00:00,0.89
4532,Too fast,5,2023-06-09T18:00:00,0.62
4533,Too fast,5,2023-06-26T13:00:00,0.48
4534,Could be better,5,2023-06-24T12:00:00,0.41
4535,Excellent content,3,2023-06-23T18:00:00,0.91
4536,Excellent content,4,2023-06-13T12:00:00,0.31
4537,Excellent content,4,2023-06-12T18:00:00,0.88
4538,Too fast,5,2023-06-18T12:00:00,0.6
4539,Could be better,2,2023-06-14T11:00:00,0.85
4540,Too fast,4,2023-06-25T15:00:00,0.31
4541,Very helpful,5,2023-06-15T11:00:00,0.76
4542,Too fast,2,2023-06-19T11:00:00,0.39
4543,Could be better,4,2023-06-22T09:00:00,0.52
4544,Very helpful,3,2023-06-28T13:00:00,0.9
4545,Excellent content,3,2023-06-19T17:00:00,0.54
4546,Excellent content,2,2023-06-09T16:00:00,0.58
4547,Too fast,2,2023-06-28T18:00:00,0.83
4548,Could be better,4,2023-06-19T17:00:00,0.78
4549,Too fast,3,2023-06-03T15:00:00,0.54
4550,Excellent content,5,2023-06-27T15:00:00,0.83
4551,Excellent content,3,2023-06-13T17:00:00,0.87
4552,Excellent content,4,2023-06-13T15:00:00,0.89
4553,Excellent content,3,2023-06-15T11:00:00,0.4
4554,Too fast,3,2023-06-22T15:00:00,0.39
4555,Could be better,3,2023-06-13T11:00:00,0.77
4556,Very helpful,5,2023-06-03T09:00:00,0.57
4557,Very helpful,3,2023-06-24T09:00:00,0.39
4558,Very helpful,4,2023-06-09T09:00:00,0.85
4559,Excellent content,4,2023-06-20T14:00:00,0.42
4560,Excellent content,4,2023-06-07T12:00:00,0.46
4561,Too fast,4,2023-06-12T18:00:00,0.81
4562,Excellent content,4,2023-06-17T10:00:00,0.8
4563,Could be better,4,2023-06-26T11:00:00,0.72
4564,Too fast,4,2023-06-15T10:00:00,0.62
4565,Could be better,2,2023-06-28T11:00:00,0.38
4566,Excellent content,3,2023-06-15T12:00:00,0.5
4567,Too fast,3,2023-06-02T12:00:00,0.47
4568,Very helpful,3,2023-06-27T16:00:00,0.37
4569,Too fast,5,2023-06-10T14:00:00,0.45
4570,Too fast,3,2023-06-13T14:00:00,0.83
4571,Excellent content,4,2023-06-25T18:00:00,0.64
4572,Excellent content,5,2023-06-07T10:00:00,0.69
4573,Very helpful,4,2023-06-05T14:00:00,0.49
4574,Excellent content,4,2023-06-11T10:00:00,0.37
4575,Too fast,4,2023-06-03T18:00:00,0.42
4576,Too fast,3,2023-06-26T16:00:00,0.69
4577,Too fast,4,2023-06-09T14:00:00,0.95
4578,Very helpful,4,2023-06-13T16:00:00,0.78
4579,Too fast,4,2023-06-22T09:00:00,0.32
4580,Excellent content,5,2023-06-12T16:00:00,0.9
4581,Could be better,5,2023-06-10T16:00:00,0.3
4582,Could be better,2,2023-06-08T10:00:00,0.87
4583,Too fast,3,2023-06-26T12:00:00,0.46
4584,Excellent content,4,2023-06-07T09:00:00,0.4
