beneficiary_id,pre_training_score,post_training_score,skill_domain,assessment_date
5280,40.0,50.0,IT,2023-03-05
5281,45.7,57.9,IT,2023-04-17
5282,48.7,61.5,Logistics,2023-03-24
5283,56.4,75.2,IT,2023-05-04
5284,30.1,54.4,Data Entry,2023-05-07
5285,38.9,60.2,Data Entry,2023-05-18
5286,37.9,56.3,Logistics,2023-05-26
5287,48.7,62.4,Logistics,2023-05-05
5288,61.7,85.7,Data Entry,2023-04-03
5289,36.0,50.1,IT,2023-05-12
5290,43.4,64.4,Retail,2023-04-11
5291,51.2,68.6,Logistics,2023-05-09
5292,49.3,68.8,IT,2023-03-05
5293,50.4,68.3,Logistics,2023-05-15
5294,47.9,59.7,Retail,2023-03-02
5295,30.5,41.1,Logistics,2023-03-02
5296,55.5,77.9,Logistics,2023-03-11
5297,54.5,64.6,Retail,2023-04-14
5298,37.8,52.2,Logistics,2023-03-18
5299,42.2,66.5,Logistics,2023-03-20
5300,35.7,55.9,IT,2023-04-25
5301,49.5,62.1,Data Entry,2023-04-29
5302,42.0,61.4,Data Entry,2023-03-31
5303,39.4,51.5,IT,2023-04-18
5304,47.8,64.8,Data Entry,2023-03-13
5305,53.6,69.0,Logistics,2023-05-14
5306,35.5,46.8,IT,2023-04-08
5307,49.7,65.2,Logistics,2023-03-15
5308,32.6,56.0,Retail,2023-04-04
5309,64.6,78.0,Retail,2023-04-06
5310,45.2,56.5,Logistics,2023-04-20
5311,44.2,58.1,Data Entry,2023-04-16
5312,51.1,70.5,Data Entry,2023-03-30
5313,44.2,68.6,IT,2023-04-27
5314,46.4,57.3,Retail,2023-05-03
5315,53.2,66.7,Retail,2023-05-17
5316,47.7,67.5,Data Entry,2023-04-11
5317,48.6,62.2,Data Entry,2023-04-30
5318,39.5,51.3,Data Entry,2023-04-14
5319,48.7,65.3,Data Entry,2023-03-19
5320,57.5,79.1,Logistics,2023-05-23
5321,57.5,81.3,Retail,2023-05-29
5322,57.4,71.1,Logistics,2023-03-05
5323,32.7,46.8,Logistics,2023-05-04
5324,45.3,67.7,IT,2023-05-09
5325,47.4,66.2,IT,2023-04-03
5326,39.9,63.8,Logistics,2023-03-04
5327,55.2,78.9,Retail,2023-04-03
5328,53.5,74.2,Data Entry,2023-03-13
5329,44.6,59.5,IT,2023-03-24
5330,30.2,47.5,IT,2023-03-22
5331,50.6,66.6,Logistics,2023-04-30
5332,62.3,85.3,Data Entry,2023-04-24
5333,51.5,63.9,Data Entry,2023-03-15
5334,35.0,48.8,Data Entry,2023-05-27
5335,39.1,53.7,Retail,2023-05-16
5336,54.0,69.8,Logistics,2023-04-26
5337,61.0,80.4,IT,2023-03-22
5338,30.1,43.0,Data Entry,2023-05-21
5339,51.5,72.6,Data Entry,2023-03-07
5340,61.8,85.5,Data Entry,2023-05-24
5341,42.9,58.1,Data Entry,2023-03-01
5342,59.6,79.5,Logistics,2023-04-03
5343,35.1,45.1,IT,2023-03-02
5344,59.7,72.4,Logistics,2023-04-10
5345,36.9,54.2,IT,2023-04-29
5346,59.9,82.6,IT,2023-03-10
5347,32.0,48.5,Logistics,2023-05-12
5348,51.5,74.1,Logistics,2023-03-08
5349,31.0,45.2,Retail,2023-03-22
5350,47.7,59.3,Retail,2023-05-06
5351,32.0,44.9,Data Entry,2023-03-05
5352,42.9,67.0,IT,2023-04-10
5353,58.9,75.1,Data Entry,2023-05-04
5354,40.3,59.7,Retail,2023-05-02
5355,38.7,59.5,Retail,2023-05-08
5356,50.4,70.5,Logistics,2023-05-11
5357,41.1,64.1,Logistics,2023-04-02
5358,43.9,59.4,Logistics,2023-04-21
5359,55.5,74.6,Logistics,2023-04-19
5360,31.8,43.1,Logistics,2023-05-13
5361,48.5,66.2,IT,2023-05-14
5362,58.2,68.2,Data Entry,2023-05-12
5363,54.5,74.6,Retail,2023-05-30
5364,49.2,66.9,IT,2023-05-23
5365,56.3,74.8,IT,2023-03-05
5366,43.4,64.7,Data Entry,2023-04-04
5367,47.6,70.2,Data Entry,2023-03-05
5368,55.9,74.3,Retail,2023-03-15
5369,47.8,65.4,Logistics,2023-05-01
5370,32.3,55.6,Data Entry,2023-03-30
5371,38.7,54.6,Retail,2023-03-30
5372,31.2,53.1,Logistics,2023-05-25
5373,64.5,88.9,Retail,2023-03-14
5374,43.7,58.6,Logistics,2023-03-18
5375,47.2,67.6,Logistics,2023-03-18
5376,63.7,84.2,IT,2023-05-20
5377,35.1,48.3,Logistics,2023-04-27
5378,64.6,86.8,Data Entry,2023-03-29
5379,50.3,62.9,IT,2023-05-30
5380,33.7,51.4,Retail,2023-05-07
5381,48.3,72.2,Logistics,2023-04-22
5382,58.7,78.4,IT,2023-03-27
5383,38.5,57.3,IT,2023-04-29
5384,35.8,56.6,IT,2023-03-13
5385,61.4,78.0,Logistics,2023-03-03
5386,46.8,60.2,Data Entry,2023-04-29
5387,38.6,52.9,Retail,2023-04-04
5388,31.4,46.7,Logistics,2023-04-16
5389,46.5,67.6,Retail,2023-05-06
5390,31.0,51.9,IT,2023-04-15
5391,38.4,62.6,Logistics,2023-05-18
5392,36.1,59.4,Data Entry,2023-05-03
5393,41.6,62.2,Logistics,2023-04-22
5394,54.9,72.7,Retail,2023-04-16
5395,58.8,74.1,IT,2023-04-09
5396,64.7,89.1,Retail,2023-04-01
5397,33.9,47.4,Logistics,2023-04-25
5398,55.1,74.6,Data Entry,2023-05-27
5399,59.4,69.4,Data Entry,2023-04-24
5400,58.6,71.7,Data Entry,2023-03-09
5401,31.5,41.6,IT,2023-05-17
5402,33.0,46.0,Data Entry,2023-05-12
5403,53.1,69.1,IT,2023-03-23
5404,46.7,62.9,IT,2023-05-01
5405,37.2,60.0,Data Entry,2023-04-15
5406,53.7,76.9,IT,2023-03-17
5407,34.5,47.4,Retail,2023-03-12
5408,50.3,69.7,IT,2023-03-26
5409,43.3,57.8,Retail,2023-03-22
5410,42.5,59.0,Retail,2023-05-03
5411,52.0,65.1,IT,2023-05-25
5412,61.8,80.4,Retail,2023-04-19
5413,59.1,81.1,Retail,2023-03-30
5414,51.2,71.5,Retail,2023-04-15
5415,35.4,57.8,IT,2023-03-19
5416,51.1,68.5,Logistics,2023-03-17
5417,48.4,68.2,Data Entry,2023-03-08
5418,38.4,51.6,Retail,2023-05-07
5419,64.7,87.6,IT,2023-04-16
5420,50.5,70.6,IT,2023-05-30
5421,47.4,63.8,Retail,2023-04-12
5422,51.5,73.2,Data Entry,2023-03-11
5423,42.3,64.2,Retail,2023-05-26
5424,53.3,69.7,IT,2023-04-27
5425,48.5,65.5,Logistics,2023-04-01
5426,40.1,57.1,IT,2023-04-14
5427,40.8,64.8,Retail,2023-04-01
5428,37.0,51.4,Data Entry,2023-04-28
5429,36.0,52.4,Retail,2023-04-22
5430,40.3,60.8,Retail,2023-04-20
5431,44.4,65.6,IT,2023-04-23
5432,54.7,75.6,Logistics,2023-05-30
5433,54.0,67.2,Data Entry,2023-04-22
5434,40.7,57.4,Data Entry,2023-05-19
5435,53.8,75.9,IT,2023-03-26
5436,41.5,62.7,Retail,2023-03-30
5437,52.3,65.6,Data Entry,2023-04-18
5438,57.8,74.3,Logistics,2023-04-05
5439,34.6,52.8,Retail,2023-05-30
5440,38.6,57.8,Data Entry,2023-05-29
5441,61.4,78.1,Data Entry,2023-04-30
5442,40.9,63.3,IT,2023-05-08
5443,39.8,62.6,Retail,2023-03-24
5444,38.0,50.1,Data Entry,2023-05-12
5445,61.0,80.5,Logistics,2023-05-26
5446,57.9,69.7,Logistics,2023-04-24
5447,53.4,71.5,Data Entry,2023-04-08
5448,42.9,53.3,IT,2023-05-27
5449,49.5,63.6,IT,2023-04-28
5450,43.6,66.7,Data Entry,2023-03-16
5451,42.0,59.8,IT,2023-03-21
5452,64.6,87.0,IT,2023-04-03
5453,30.7,51.2,Retail,2023-03-19
5454,33.6,53.9,Logistics,2023-05-30
5455,35.8,57.1,IT,2023-03-04
5456,52.6,69.2,Logistics,2023-05-02
5457,31.8,47.1,IT,2023-05-27
5458,30.6,42.5,IT,2023-03-04
5459,57.4,79.9,Retail,2023-05-21
5460,62.0,85.4,IT,2023-03-22
5461,44.1,56.5,Data Entry,2023-05-16
5462,52.1,64.7,Data Entry,2023-05-19
5463,58.0,80.0,Logistics,2023-04-20
5464,58.6,77.4,Data Entry,2023-05-22
5465,62.9,83.2,Retail,2023-03-06
5466,41.8,63.2,Logistics,2023-04-26
5467,40.4,50.7,Retail,2023-03-22
5468,52.7,76.0,Logistics,2023-04-28
5469,47.7,66.4,IT,2023-03-16
5470,39.0,53.4,IT,2023-04-18
5471,60.0,78.7,IT,2023-04-13
5472,44.6,56.2,Data Entry,2023-04-15
5473,32.5,46.2,IT,2023-05-25
5474,51.4,67.9,Data Entry,2023-04-15
5475,55.6,79.7,Retail,2023-05-19
5476,60.3,75.4,Retail,2023-04-20
5477,30.2,46.0,Data Entry,2023-03-28
5478,51.6,76.6,Retail,2023-03-03
5479,44.8,63.6,Logistics,2023-05-02
5480,60.4,78.0,Retail,2023-03-06
5481,42.6,56.0,Data Entry,2023-04-14
5482,42.0,63.9,Retail,2023-04-08
5483,52.6,69.8,Logistics,2023-05-29
5484,48.1,66.4,Data Entry,2023-05-17
5485,32.4,50.2,Data Entry,2023-03-06
5486,39.6,60.5,Data Entry,2023-05-13
5487,62.7,72.9,Logistics,2023-05-15
5488,58.7,71.1,Retail,2023-03-21
5489,32.4,44.0,IT,2023-04-29
5490,30.6,43.0,Data Entry,2023-03-15
5491,39.4,52.3,Logistics,2023-04-25
5492,46.3,65.9,Data Entry,2023-03-03
5493,55.8,75.3,Logistics,2023-03-16
5494,62.4,79.9,Logistics,2023-03-06
5495,30.1,49.6,Data Entry,2023-04-20
5496,43.0,61.3,Retail,2023-04-08
5497,64.9,81.5,Logistics,2023-03-24
5498,60.9,74.6,Logistics,2023-04-22
5499,33.4,53.1,IT,2023-05-29
5500,31.8,53.8,Retail,2023-04-04
5501,62.7,85.1,Logistics,2023-05-18
5502,34.5,49.7,Data Entry,2023-05-11
5503,51.2,68.2,Data Entry,2023-04-21
5504,33.5,51.0,Data Entry,2023-04-05
5505,34.9,44.9,IT,2023-03-13
5506,41.5,54.4,Retail,2023-03-03
5507,52.1,66.0,Data Entry,2023-04-21
5508,56.1,73.7,Retail,2023-03-25
5509,46.6,57.3,IT,2023-03-02
5510,52.3,64.3,IT,2023-03-09
5511,42.9,55.6,Data Entry,2023-03-30
5512,50.9,75.9,Logistics,2023-05-29
5513,47.8,62.5,IT,2023-03-30
5514,43.6,58.8,IT,2023-04-21
5515,44.3,57.5,IT,2023-03-19
5516,52.1,69.2,IT,2023-05-16
5517,46.1,68.5,Logistics,2023-04-09
5518,57.1,76.9,Retail,2023-03-11
5519,49.2,70.9,Data Entry,2023-05-21
5520,36.4,49.9,Retail,2023-03-17
5521,36.8,55.1,IT,2023-05-15
5522,62.2,78.6,IT,2023-03-22
5523,63.7,84.5,Retail,2023-04-29
5524,47.8,63.2,Retail,2023-04-13
5525,44.4,57.9,Retail,2023-03-08
5526,46.1,65.0,IT,2023-05-22
5527,60.6,72.6,IT,2023-05-08
5528,54.7,71.6,IT,2023-05-08
5529,42.5,65.7,Retail,2023-05-18
5530,50.6,66.0,Retail,2023-05-20
5531,34.4,49.3,Logistics,2023-05-01
5532,57.6,82.5,Retail,2023-03-13
5533,61.6,83.0,Data Entry,2023-03-08
5534,53.2,66.6,Logistics,2023-03-20
5535,45.3,60.7,Logistics,2023-05-01
5536,42.2,66.6,IT,2023-05-06
5537,45.9,58.6,IT,2023-03-20
5538,44.3,64.6,IT,2023-05-19
5539,62.2,79.1,Data Entry,2023-05-30
5540,64.1,79.1,IT,2023-03-28
5541,36.0,51.4,Retail,2023-03-20
5542,46.2,58.6,Logistics,2023-05-02
5543,38.9,54.9,Data Entry,2023-03-02
5544,32.5,53.9,Logistics,2023-04-10
5545,42.8,60.2,IT,2023-03-15
5546,58.9,81.5,Logistics,2023-04-21
5547,33.6,57.1,Data Entry,2023-04-18
5548,39.3,61.1,IT,2023-03-27
5549,58.5,76.2,Retail,2023-03-06
5550,38.8,49.8,Logistics,2023-03-05
5551,55.9,77.9,Data Entry,2023-03-22
5552,36.2,55.0,Data Entry,2023-05-10
5553,57.7,74.6,Logistics,2023-03-03
5554,39.5,50.8,Data Entry,2023-03-31
5555,58.2,69.8,Logistics,2023-05-30
5556,41.6,63.7,IT,2023-03-30
5557,57.6,78.0,IT,2023-03-06
5558,30.9,46.6,Logistics,2023-04-12
5559,64.2,85.5,Retail,2023-04-04
5560,63.5,76.7,Logistics,2023-04-24
5561,40.0,61.3,Logistics,2023-05-03
5562,48.4,69.3,Data Entry,2023-04-13
5563,42.1,65.0,Data Entry,2023-03-26
5564,59.3,78.9,Data Entry,2023-04-02
5565,55.8,79.8,Retail,2023-03-02
5566,59.3,79.1,Logistics,2023-05-01
5567,57.7,77.2,Data Entry,2023-04-16
5568,40.9,55.0,IT,2023-04-27
5569,34.8,54.6,Retail,2023-04-04
5570,53.6,70.7,Data Entry,2023-05-30
5571,41.7,52.2,Data Entry,2023-04-07
5572,55.0,74.1,Data Entry,2023-05-19
5573,46.4,60.6,IT,2023-05-01
5574,49.7,60.2,Retail,2023-04-29
5575,34.2,58.2,Data Entry,2023-05-18
5576,42.0,58.4,Data Entry,2023-05-05
5577,50.8,69.4,Logistics,2023-05-25
5578,32.4,47.8,IT,2023-03-01
5579,39.2,57.8,Retail,2023-03-05
5580,49.2,66.2,Logistics,2023-05-17
5581,44.6,65.8,Data Entry,2023-04-04
5582,54.8,78.8,Retail,2023-04-02
5583,64.3,85.3,Data Entry,2023-04-07
5584,35.0,56.9,IT,2023-04-21
5585,56.1,69.7,Retail,2023-04-01
5586,49.8,63.0,Data Entry,2023-03-08
5587,56.0,79.3,IT,2023-03-11
5588,53.3,72.2,Retail,2023-03-09
5589,49.8,60.4,IT,2023-04-02
5590,50.4,60.9,Retail,2023-05-02
5591,62.7,81.1,Logistics,2023-05-06
5592,54.5,73.1,Data Entry,2023-04-03
5593,50.9,74.5,IT,2023-05-03
5594,44.0,59.8,Logistics,2023-03-01
5595,52.0,66.2,Retail,2023-05-23
5596,64.2,85.3,IT,2023-05-01
5597,59.7,70.1,Data Entry,2023-04-12
5598,42.9,57.5,Data Entry,2023-04-28
5599,36.6,58.5,Retail,2023-05-13
5600,62.0,85.2,IT,2023-03-08
5601,37.2,58.3,Retail,2023-03-18
5602,41.1,53.3,Data Entry,2023-05-22
5603,38.6,50.4,IT,2023-05-22
5604,41.2,60.5,IT,2023-04-20
5605,39.9,54.2,IT,2023-04-26
5606,38.8,58.6,Logistics,2023-05-26
5607,61.4,86.1,IT,2023-05-16
5608,36.7,58.6,Data Entry,2023-05-12
5609,40.9,60.9,Data Entry,2023-04-06
5610,51.9,75.6,Data Entry,2023-05-23
5611,42.9,56.7,Retail,2023-05-13
5612,58.9,69.5,Retail,2023-05-13
5613,40.6,51.8,Data Entry,2023-04-26
5614,42.5,62.1,IT,2023-05-03
5615,32.2,43.6,Retail,2023-05-20
5616,35.2,55.5,Logistics,2023-03-10
5617,46.4,58.8,Logistics,2023-05-18
5618,58.4,69.1,Data Entry,2023-04-26
5619,54.0,75.5,Data Entry,2023-04-11
5620,62.6,74.5,Data Entry,2023-04-29
5621,51.6,74.3,IT,2023-05-13
5622,62.1,72.6,IT,2023-03-31
5623,46.3,67.8,IT,2023-05-20
5624,56.8,76.6,IT,2023-03-22
5625,53.7,78.4,IT,2023-04-02
5626,48.2,67.6,IT,2023-03-01
5627,57.4,77.6,Logistics,2023-05-19
5628,40.2,63.7,Data Entry,2023-03-02
5629,34.3,46.1,Data Entry,2023-05-06
5630,61.2,85.4,Logistics,2023-04-06
5631,50.5,68.5,Logistics,2023-03-23
5632,42.8,56.4,Logistics,2023-03-21
5633,40.7,58.1,Retail,2023-03-01
5634,54.5,78.2,Data Entry,2023-05-13
5635,50.8,61.6,Data Entry,2023-05-19
5636,36.5,61.1,Retail,2023-04-05
5637,35.1,45.7,Data Entry,2023-05-21
5638,60.4,74.2,Logistics,2023-04-12
5639,55.2,66.1,Logistics,2023-05-29
5640,62.0,82.0,Retail,2023-05-27
5641,58.0,71.3,IT,2023-03-16
5642,62.6,75.8,Retail,2023-04-25
5643,49.2,68.2,Retail,2023-03-09
5644,34.0,50.3,Retail,2023-04-07
5645,45.0,55.9,Retail,2023-04-01
5646,51.2,66.6,Retail,2023-04-30
5647,33.8,48.4,Retail,2023-05-05
5648,40.0,63.2,IT,2023-03-22
5649,49.9,67.7,Logistics,2023-04-08
5650,42.0,54.0,IT,2023-03-03
5651,54.1,78.4,Retail,2023-03-26
5652,54.1,72.4,Data Entry,2023-05-25
5653,57.4,80.5,IT,2023-05-13
5654,36.2,56.4,Logistics,2023-04-20
5655,63.1,86.9,Data Entry,2023-04-24
5656,42.0,64.6,Data Entry,2023-03-24
5657,45.3,58.8,IT,2023-05-27
5658,38.8,54.4,IT,2023-03-30
5659,58.2,79.1,Retail,2023-05-11
5660,50.0,68.9,Logistics,2023-05-23
5661,41.4,51.9,Retail,2023-03-11
5662,47.7,70.1,Retail,2023-04-09
5663,58.3,70.9,Data Entry,2023-05-03
5664,48.0,67.9,Retail,2023-03-28
5665,50.8,64.3,Data Entry,2023-05-06
5666,46.1,68.3,Logistics,2023-04-19
5667,53.6,67.4,Data Entry,2023-04-10
5668,54.8,77.5,IT,2023-05-24
5669,62.4,73.4,Data Entry,2023-04-27
5670,43.0,57.7,IT,2023-03-12
5671,43.6,54.3,Data Entry,2023-03-05
5672,39.9,64.8,Retail,2023-05-15
5673,50.9,68.2,IT,2023-04-25
5674,33.2,48.3,Data Entry,2023-04-24
5675,40.1,61.3,Logistics,2023-04-30
5676,48.9,62.8,IT,2023-03-23
5677,35.9,50.5,Data Entry,2023-05-18
5678,32.5,56.3,IT,2023-05-23
5679,62.4,80.3,Retail,2023-04-17
5680,35.4,45.9,IT,2023-03-07
5681,54.0,64.6,Retail,2023-04-15
5682,37.8,56.8,Data Entry,2023-05-18
5683,64.4,82.9,Data Entry,2023-04-10
5684,54.6,65.1,Retail,2023-04-21
5685,36.1,48.6,Data Entry,2023-03-18
5686,43.8,66.3,Retail,2023-05-25
5687,39.8,64.5,Logistics,2023-05-08
5688,61.0,81.3,Data Entry,2023-03-23
5689,43.4,65.0,Data Entry,2023-04-29
5690,35.9,57.7,Data Entry,2023-04-23
5691,46.1,65.8,Retail,2023-04-16
5692,52.2,73.7,Retail,2023-04-06
5693,45.7,58.6,IT,2023-05-03
5694,58.2,73.8,IT,2023-05-25
5695,32.7,54.5,Data Entry,2023-03-23
5696,50.1,65.1,IT,2023-04-20
5697,36.7,54.2,Retail,2023-03-13
5698,58.8,71.5,IT,2023-04-24
5699,57.1,76.7,Logistics,2023-04-04
5700,36.4,59.0,Retail,2023-03-02
5701,48.3,69.9,Retail,2023-03-08
5702,64.2,83.6,IT,2023-04-29
5703,39.5,57.3,IT,2023-05-27
5704,41.7,63.0,IT,2023-04-26
5705,33.4,47.4,Logistics,2023-04-27
5706,40.7,61.1,Data Entry,2023-03-09
5707,41.7,64.8,Retail,2023-03-27
5708,56.7,69.0,Logistics,2023-03-12
5709,36.9,55.4,Retail,2023-04-17
5710,43.0,54.0,Logistics,2023-04-28
5711,35.5,59.4,Logistics,2023-05-01
5712,45.0,66.0,Data Entry,2023-05-18
5713,54.9,74.0,Logistics,2023-05-20
5714,55.8,74.1,Data Entry,2023-04-20
5715,43.9,63.3,Data Entry,2023-05-08
5716,49.5,68.8,Logistics,2023-05-30
5717,37.2,56.9,Data Entry,2023-04-06
5718,42.6,65.7,IT,2023-04-13
5719,63.2,85.9,IT,2023-03-12
5720,41.7,57.3,IT,2023-05-01
5721,62.2,79.7,Data Entry,2023-04-28
5722,51.5,63.4,Data Entry,2023-04-04
5723,37.9,50.5,IT,2023-03-04
5724,45.3,63.9,Data Entry,2023-05-02
5725,42.6,56.3,IT,2023-03-17
5726,56.9,67.2,Logistics,2023-03-19
5727,53.2,64.6,IT,2023-03-04
5728,57.1,79.6,IT,2023-04-03
5729,61.1,83.6,Logistics,2023-04-26
5730,63.9,77.9,IT,2023-04-30
5731,63.9,74.8,IT,2023-04-14
5732,49.8,72.3,Data Entry,2023-04-07
5733,32.3,55.8,IT,2023-04-06
5734,54.4,71.7,IT,2023-04-27
5735,46.7,60.3,Logistics,2023-04-06
5736,38.9,63.4,Logistics,2023-04-07
5737,38.1,61.9,Data Entry,2023-03-20
5738,44.1,69.0,IT,2023-04-04
5739,46.8,59.6,IT,2023-03-31
5740,57.9,75.6,Data Entry,2023-04-05
5741,45.9,61.7,Logistics,2023-05-05
5742,44.3,66.6,Retail,2023-05-26
5743,59.1,82.1,Data Entry,2023-04-19
5744,45.5,65.1,Data Entry,2023-04-29
5745,35.6,59.8,Logistics,2023-04-01
5746,48.4,58.5,IT,2023-03-30
5747,32.1,47.5,IT,2023-05-09
5748,38.2,62.8,Data Entry,2023-05-05
5749,45.7,66.9,IT,2023-04-21
5750,55.7,77.0,Data Entry,2023-05-08
5751,54.1,72.0,Data Entry,2023-04-03
5752,37.7,50.7,Logistics,2023-03-29
5753,33.4,53.3,IT,2023-04-04
5754,44.7,67.4,Data Entry,2023-04-06
5755,59.5,78.4,IT,2023-05-10
5756,36.1,50.7,Data Entry,2023-04-07
5757,44.9,57.0,Retail,2023-05-08
5758,35.3,48.4,Data Entry,2023-04-30
5759,56.4,75.1,Retail,2023-04-11
5760,37.2,49.9,Retail,2023-04-06
5761,30.6,43.0,Data Entry,2023-04-24
5762,34.5,58.0,Retail,2023-04-08
5763,31.3,46.6,IT,2023-04-29
5764,38.3,61.0,Data Entry,2023-04-16
5765,33.7,49.5,Retail,2023-03-28
5766,53.9,71.3,Data Entry,2023-03-14
5767,55.2,76.0,Retail,2023-05-17
5768,53.7,72.5,Logistics,2023-05-14
5769,34.0,56.2,IT,2023-04-28
5770,54.2,66.8,Retail,2023-03-10
5771,55.9,80.3,IT,2023-03-22
5772,51.6,69.9,Logistics,2023-05-17
5773,55.1,71.5,IT,2023-04-09
5774,62.0,85.7,IT,2023-03-04
5775,62.7,85.3,Logistics,2023-05-18
5776,51.9,71.6,Logistics,2023-04-17
5777,56.1,70.6,Data Entry,2023-03-21
5778,42.2,60.6,Logistics,2023-04-01
5779,57.9,82.4,Data Entry,2023-04-12
5780,52.0,65.1,IT,2023-05-22
5781,49.1,69.7,Logistics,2023-05-18
5782,45.5,66.3,Retail,2023-05-27
5783,42.8,65.0,IT,2023-03-10
5784,50.4,63.1,Logistics,2023-03-13
5785,52.5,71.7,Data Entry,2023-04-01
5786,52.7,77.6,Data Entry,2023-05-16
5787,38.1,52.4,Logistics,2023-04-15
5788,30.3,45.2,Logistics,2023-04-06
5789,32.8,51.0,Retail,2023-04-13
5790,59.0,77.5,IT,2023-05-12
5791,61.7,82.1,Logistics,2023-03-18
5792,56.6,72.4,IT,2023-04-30
5793,44.5,67.4,Data Entry,2023-04-07
5794,34.9,50.6,IT,2023-05-02
5795,52.4,72.9,IT,2023-04-15
5796,59.5,81.3,Retail,2023-04-05
5797,44.6,68.7,Data Entry,2023-04-10
5798,53.4,71.1,Retail,2023-03-13
5799,50.7,70.9,Data Entry,2023-04-13
5800,55.1,76.3,Data Entry,2023-03-13
5801,42.9,56.8,Logistics,2023-03-27
5802,60.9,78.3,Data Entry,2023-05-16
5803,52.0,64.3,Retail,2023-04-27
5804,33.7,52.0,IT,2023-03-09
5805,61.4,74.1,Retail,2023-04-02
5806,47.6,62.6,IT,2023-04-30
5807,30.3,47.3,Retail,2023-04-07
5808,55.9,76.5,Data Entry,2023-03-09
5809,49.2,63.5,Logistics,2023-04-12
5810,42.6,64.8,Retail,2023-04-26
5811,62.8,75.6,IT,2023-04-24
5812,40.6,61.0,Retail,2023-05-14
5813,39.9,60.9,IT,2023-04-18
5814,59.3,79.1,Data Entry,2023-04-02
5815,58.6,81.0,IT,2023-05-12
5816,33.7,54.6,Logistics,2023-05-01
5817,35.0,46.2,Retail,2023-04-25
5818,61.0,77.5,IT,2023-04-23
5819,56.6,70.3,IT,2023-04-06
5820,34.0,51.7,Logistics,2023-03-21
5821,57.0,70.3,Logistics,2023-04-13
5822,51.4,70.4,IT,2023-05-26
5823,52.5,70.8,Data Entry,2023-04-21
5824,58.9,73.1,IT,2023-04-06
5825,40.1,54.1,Data Entry,2023-05-07
5826,41.0,58.8,IT,2023-05-30
5827,44.8,60.2,Logistics,2023-04-03
5828,47.0,68.1,Data Entry,2023-04-19
5829,31.6,44.2,Data Entry,2023-05-13
5830,32.8,51.2,Logistics,2023-03-02
5831,47.0,71.5,IT,2023-04-14
5832,32.5,53.8,Data Entry,2023-03-11
5833,39.6,64.5,Data Entry,2023-03-24
5834,38.9,50.0,Logistics,2023-03-03
5835,54.7,71.8,IT,2023-03-09
5836,56.4,76.2,Data Entry,2023-05-29
5837,64.0,83.3,Retail,2023-03-20
5838,50.5,72.4,Logistics,2023-03-17
5839,58.8,77.3,Logistics,2023-03-14
5840,31.2,53.5,Logistics,2023-05-03
5841,39.1,61.8,IT,2023-05-09
5842,47.7,68.4,IT,2023-04-14
5843,58.7,77.4,IT,2023-05-01
5844,38.2,53.9,Logistics,2023-03-15
5845,43.1,64.9,Data Entry,2023-05-17
5846,35.5,55.0,Logistics,2023-05-16
5847,58.4,76.9,Data Entry,2023-03-18
5848,45.8,55.9,Retail,2023-04-27
5849,55.8,67.3,IT,2023-05-28
5850,41.3,52.9,Retail,2023-03-09
5851,49.1,68.6,Data Entry,2023-04-26
5852,32.6,47.0,Data Entry,2023-05-17
5853,40.0,63.9,IT,2023-03-24
5854,50.9,72.4,Logistics,2023-03-26
5855,36.0,51.9,IT,2023-05-09
5856,51.2,65.9,Retail,2023-04-16
5857,35.5,56.6,Retail,2023-04-26
5858,62.7,75.6,Logistics,2023-05-30
5859,34.2,45.8,IT,2023-04-22
5860,46.6,58.3,Logistics,2023-05-30
5861,49.0,59.5,Logistics,2023-04-18
5862,60.9,78.4,Retail,2023-04-06
5863,46.2,69.8,Data Entry,2023-04-21
5864,31.3,54.6,Data Entry,2023-03-06
5865,49.6,62.6,Retail,2023-03-01
5866,42.8,55.4,Retail,2023-05-28
5867,60.9,80.5,Data Entry,2023-05-01
5868,47.2,66.4,IT,2023-04-22
5869,55.1,72.3,Logistics,2023-04-08
5870,61.6,73.3,Logistics,2023-05-27
5871,58.3,72.2,Retail,2023-05-10
5872,33.3,56.2,Data Entry,2023-05-05
5873,46.7,64.7,Retail,2023-04-15
5874,52.8,68.3,Logistics,2023-03-14
5875,30.3,41.6,Data Entry,2023-05-15
5876,59.6,77.5,IT,2023-05-26
5877,45.4,63.4,IT,2023-04-04
5878,31.2,44.1,Logistics,2023-05-05
5879,34.1,44.3,Logistics,2023-03-08
5880,35.1,54.2,IT,2023-03-01
5881,48.6,64.0,Data Entry,2023-03-15
5882,35.5,58.1,Logistics,2023-05-03
5883,32.4,43.9,Data Entry,2023-05-27
5884,55.7,70.7,Retail,2023-05-13
5885,52.5,65.0,Data Entry,2023-04-16
5886,31.5,42.3,Retail,2023-04-07
5887,58.1,81.8,Logistics,2023-03-23
5888,37.3,55.0,Logistics,2023-05-09
5889,55.3,78.8,IT,2023-03-18
5890,52.1,67.0,Retail,2023-03-17
5891,38.8,59.7,IT,2023-03-17
5892,48.7,64.5,Data Entry,2023-03-07
5893,40.2,51.6,Data Entry,2023-04-28
5894,64.3,84.8,Data Entry,2023-05-02
5895,35.3,48.7,IT,2023-04-04
5896,34.6,49.3,Retail,2023-05-16
5897,58.7,82.7,Logistics,2023-04-03
5898,48.1,65.8,Data Entry,2023-04-05
5899,62.9,82.0,IT,2023-05-09
